,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_Cat,FamilySize
528,0,3,1,2.0,0,0,7.925,2,0,1
529,0,2,1,1.0,2,1,11.5,2,5,4
530,1,2,0,0.0,1,1,26.0,2,1,3
531,0,3,1,1.0,0,0,7.2292,0,5,1
532,0,3,1,1.0,1,1,7.2292,0,5,3
533,1,3,0,1.0,0,2,22.3583,0,5,3
534,0,3,0,1.0,0,0,8.6625,2,5,1
535,1,2,0,0.0,0,2,26.25,2,2,3
536,0,1,1,2.0,0,0,26.55,2,0,1
537,1,1,0,1.0,0,0,106.425,0,5,1
538,0,3,1,1.0,0,0,14.5,2,5,1
539,1,1,0,1.0,0,2,49.5,0,5,3
540,1,1,0,2.0,0,2,71.0,2,0,3
541,0,3,0,0.0,4,2,31.275,2,4,7
542,0,3,0,0.0,4,2,31.275,2,4,7
543,1,2,1,1.0,1,0,26.0,2,0,2
544,0,1,1,3.0,1,0,106.425,0,0,2
545,0,1,1,3.0,0,0,26.0,2,3,1
546,1,2,0,1.0,1,0,26.0,2,5,2
547,1,2,1,1.0,0,0,13.8625,0,5,1
548,0,3,1,2.0,1,1,20.525,2,0,3
549,1,2,1,0.0,1,1,36.75,2,4,3
550,1,1,1,1.0,0,2,110.8833,0,5,3
551,0,2,1,1.0,0,0,26.0,2,5,1
552,0,3,1,1.0,0,0,7.8292,1,5,1
553,1,3,1,1.0,0,0,7.225,0,5,1
554,1,3,0,1.0,0,0,7.775,2,5,1
555,0,1,1,3.0,0,0,26.55,2,3,1
556,1,1,0,2.0,1,0,39.6,0,0,2
557,0,1,1,1.0,0,0,227.525,0,5,1
558,1,1,0,2.0,1,1,79.65,2,0,3
559,1,3,0,2.0,1,0,17.4,2,0,2
560,0,3,1,1.0,0,0,7.75,1,5,1
561,0,3,1,2.0,0,0,7.8958,2,0,1
562,0,2,1,1.0,0,0,13.5,2,5,1
563,0,3,1,1.0,0,0,8.05,2,5,1
564,0,3,0,1.0,0,0,8.05,2,5,1
565,0,3,1,1.0,2,0,24.15,2,5,3
566,0,3,1,1.0,0,0,7.8958,2,5,1
567,0,3,0,1.0,0,4,21.075,2,5,5
568,0,3,1,1.0,0,0,7.2292,0,5,1
569,1,3,1,1.0,0,0,7.8542,2,0,1
570,1,2,1,3.0,0,0,10.5,2,3,1
571,1,1,0,3.0,2,0,51.4792,2,0,3
572,1,1,1,2.0,0,0,26.3875,2,0,1
573,1,3,0,1.0,0,0,7.75,1,5,1
574,0,3,1,0.0,0,0,8.05,2,5,1
575,0,3,1,1.0,0,0,14.5,2,5,1
576,1,2,0,2.0,0,0,13.0,2,0,1
577,1,1,0,2.0,1,0,55.9,2,0,2
578,0,3,0,1.0,1,0,14.4583,0,5,2
579,1,3,1,1.0,0,0,7.925,2,0,1
580,1,2,0,1.0,1,1,30.0,2,5,3
581,1,1,0,2.0,1,1,110.8833,0,0,3
582,0,2,1,3.0,0,0,26.0,2,0,1
583,0,1,1,2.0,0,0,40.125,0,0,1
584,0,3,1,1.0,0,0,8.7125,0,5,1
585,1,1,0,1.0,0,2,79.65,2,5,3
586,0,2,1,2.0,0,0,15.0,2,0,1
587,1,1,1,3.0,1,1,79.2,0,0,3
588,0,3,1,1.0,0,0,8.05,2,5,1
589,0,3,1,1.0,0,0,8.05,2,5,1
590,0,3,1,2.0,0,0,7.125,2,0,1
591,1,1,0,3.0,1,0,78.2667,0,0,2
592,0,3,1,2.0,0,0,7.25,2,0,1
593,0,3,0,1.0,0,2,7.75,1,5,3
594,0,2,1,2.0,1,0,26.0,2,0,2
595,0,3,1,2.0,1,1,24.15,2,0,3
596,1,2,0,1.0,0,0,33.0,2,5,1
597,0,3,1,3.0,0,0,0.0,2,0,1
598,0,3,1,1.0,0,0,7.225,0,5,1
599,1,1,1,3.0,1,0,56.9292,0,0,2
600,1,2,0,1.0,2,1,27.0,2,5,4
601,0,3,1,1.0,0,0,7.8958,2,5,1
602,0,1,1,1.0,0,0,42.4,2,5,1
603,0,3,1,2.0,0,0,8.05,2,0,1
604,1,1,1,2.0,0,0,26.55,0,0,1
605,0,3,1,2.0,1,0,15.55,2,0,2
606,0,3,1,1.0,0,0,7.8958,2,5,1
607,1,1,1,1.0,0,0,30.5,2,5,1
608,1,2,0,1.0,1,2,41.5792,0,5,4
609,1,1,0,2.0,0,0,153.4625,2,0,1
610,0,3,0,2.0,1,5,31.275,2,0,7
611,0,3,1,1.0,0,0,7.05,2,5,1
612,1,3,0,1.0,1,0,15.5,1,5,2
613,0,3,1,1.0,0,0,7.75,1,5,1
614,0,3,1,2.0,0,0,8.05,2,0,1
615,1,2,0,1.0,1,2,65.0,2,5,4
616,0,3,1,2.0,1,1,14.4,2,0,3
617,0,3,0,1.0,1,0,16.1,2,5,2
618,1,2,0,0.0,2,1,39.0,2,2,4
619,0,2,1,1.0,0,0,10.5,2,5,1
620,0,3,1,1.0,1,0,14.4542,0,5,2
621,1,1,1,2.0,1,0,52.5542,2,0,2
622,1,3,1,1.0,1,1,15.7417,0,5,3
623,0,3,1,1.0,0,0,7.8542,2,5,1
624,0,3,1,1.0,0,0,16.1,2,5,1
625,0,1,1,3.0,0,0,32.3208,2,3,1
626,0,2,1,3.0,0,0,12.35,1,0,1
627,1,1,0,1.0,0,0,77.9583,2,5,1
628,0,3,1,1.0,0,0,7.8958,2,5,1
629,0,3,1,1.0,0,0,7.7333,1,5,1
630,1,1,1,4.0,0,0,30.0,2,3,1
631,0,3,1,3.0,0,0,7.0542,2,0,1
632,1,1,1,1.0,0,0,30.5,0,0,1
633,0,1,1,1.0,0,0,0.0,2,5,1
634,0,3,0,0.0,3,2,27.9,2,4,6
635,1,2,0,1.0,0,0,13.0,2,5,1
636,0,3,1,1.0,0,0,7.925,2,0,1
637,0,2,1,1.0,1,1,26.25,2,0,3
638,0,3,0,2.0,0,5,39.6875,2,0,6
639,0,3,1,1.0,1,0,16.1,2,5,2
640,0,3,1,1.0,0,0,7.8542,2,5,1
641,1,1,0,1.0,0,0,69.3,0,5,1
642,0,3,0,0.0,3,2,27.9,2,1,6
643,1,3,1,1.0,0,0,56.4958,2,5,1
644,1,3,0,0.0,2,1,19.2583,0,1,4
645,1,1,1,2.0,1,0,76.7292,0,0,2
646,0,3,1,1.0,0,0,7.8958,2,5,1
647,1,1,1,3.0,0,0,35.5,0,0,1
648,0,3,1,1.0,0,0,7.55,2,5,1
649,1,3,0,1.0,0,0,7.55,2,5,1
650,0,3,1,1.0,0,0,7.8958,2,5,1
651,1,2,0,1.0,0,1,23.0,2,5,2
652,0,3,1,1.0,0,0,8.4333,2,5,1
653,1,3,0,1.0,0,0,7.8292,1,5,1
654,0,3,0,1.0,0,0,6.75,1,5,1
655,0,2,1,1.0,2,0,73.5,2,5,3
656,0,3,1,1.0,0,0,7.8958,2,5,1
657,0,3,0,1.0,1,1,15.5,1,0,3
658,0,2,1,1.0,0,0,13.0,2,5,1
659,0,1,1,3.0,0,2,113.275,0,0,3
660,1,1,1,3.0,2,0,133.65,2,0,3
661,0,3,1,2.0,0,0,7.225,0,0,1
662,0,1,1,2.0,0,0,25.5875,2,0,1
663,0,3,1,2.0,0,0,7.4958,2,0,1
664,1,3,1,1.0,1,0,7.925,2,5,2
665,0,2,1,1.0,2,0,73.5,2,0,3
666,0,2,1,1.0,0,0,13.0,2,5,1
667,0,3,1,1.0,0,0,7.775,2,5,1
668,0,3,1,2.0,0,0,8.05,2,0,1
669,1,1,0,1.0,1,0,52.0,2,5,2
670,1,2,0,2.0,1,1,39.0,2,0,3
671,0,1,1,1.0,1,0,52.0,2,0,2
672,0,2,1,4.0,0,0,10.5,2,3,1
673,1,2,1,1.0,0,0,13.0,2,0,1
674,0,2,1,1.0,0,0,0.0,2,5,1
675,0,3,1,1.0,0,0,7.775,2,5,1
676,0,3,1,1.0,0,0,8.05,2,5,1
677,1,3,0,1.0,0,0,9.8417,2,5,1
678,0,3,0,2.0,1,6,46.9,2,0,8
679,1,1,1,2.0,0,1,512.3292,0,0,2
680,0,3,0,1.0,0,0,8.1375,1,5,1
681,1,1,1,1.0,0,0,76.7292,0,5,1
682,0,3,1,1.0,0,0,9.225,2,5,1
683,0,3,1,0.0,5,2,46.9,2,4,8
684,0,2,1,3.0,1,1,39.0,2,0,3
685,0,2,1,1.0,1,2,41.5792,0,5,4
686,0,3,1,0.0,4,1,39.6875,2,4,6
687,0,3,1,1.0,0,0,10.1708,2,5,1
688,0,3,1,1.0,0,0,7.7958,2,5,1
689,1,1,0,0.0,0,1,211.3375,2,4,2
690,1,1,1,1.0,1,0,57.0,2,0,2
691,1,3,0,0.0,0,1,13.4167,0,2,2
692,1,3,1,1.0,0,0,56.4958,2,5,1
693,0,3,1,1.0,0,0,7.225,0,5,1
694,0,1,1,3.0,0,0,26.55,2,0,1
695,0,2,1,3.0,0,0,13.5,2,0,1
696,0,3,1,2.0,0,0,8.05,2,0,1
697,1,3,0,1.0,0,0,7.7333,1,5,1
698,0,1,1,3.0,1,1,110.8833,0,0,3
699,0,3,1,2.0,0,0,7.65,2,0,1
700,1,1,0,1.0,1,0,227.525,0,5,2
701,1,1,1,2.0,0,0,26.2875,2,0,1
702,0,3,0,1.0,0,1,14.4542,0,5,2
703,0,3,1,1.0,0,0,7.7417,1,5,1
704,0,3,1,1.0,1,0,7.8542,2,5,2
705,0,2,1,2.0,0,0,26.0,2,0,1
706,1,2,0,2.0,0,0,13.5,2,0,1
707,1,1,1,2.0,0,0,26.2875,2,0,1
708,1,1,0,1.0,0,0,151.55,2,5,1
709,1,3,1,1.0,1,1,15.2458,0,5,3
710,1,1,0,1.0,0,0,49.5042,0,5,1
711,0,1,1,1.0,0,0,26.55,2,5,1
712,1,1,1,2.0,1,0,52.0,2,0,2
713,0,3,1,1.0,0,0,9.4833,2,5,1
714,0,2,1,3.0,0,0,13.0,2,0,1
715,0,3,1,1.0,0,0,7.65,2,5,1
716,1,1,0,2.0,0,0,227.525,0,0,1
717,1,2,0,1.0,0,0,10.5,2,5,1
718,0,3,1,1.0,0,0,15.5,1,5,1
719,0,3,1,2.0,0,0,7.775,2,0,1
720,1,2,0,0.0,0,1,33.0,2,2,2
721,0,3,1,1.0,1,0,7.0542,2,5,2
722,0,2,1,2.0,0,0,13.0,2,0,1
723,0,2,1,3.0,0,0,13.0,2,0,1
724,1,1,1,1.0,1,0,53.1,2,5,2
725,0,3,1,1.0,0,0,8.6625,2,5,1
726,1,2,0,1.0,3,0,21.0,2,5,4
727,1,3,0,1.0,0,0,7.7375,1,5,1
728,0,2,1,1.0,1,0,26.0,2,5,2
729,0,3,0,1.0,1,0,7.925,2,5,2
730,1,1,0,1.0,0,0,211.3375,2,5,1
731,0,3,1,0.0,0,0,18.7875,0,4,1
732,0,2,1,1.0,0,0,0.0,2,5,1
733,0,2,1,1.0,0,0,13.0,2,5,1
734,0,2,1,1.0,0,0,13.0,2,5,1
735,0,3,1,1.0,0,0,16.1,2,5,1
736,0,3,0,2.0,1,3,34.375,2,0,5
737,1,1,1,2.0,0,0,512.3292,0,0,1
738,0,3,1,1.0,0,0,7.8958,2,5,1
739,0,3,1,1.0,0,0,7.8958,2,5,1
740,1,1,1,1.0,0,0,30.0,2,5,1
741,0,1,1,2.0,1,0,78.85,2,0,2
742,1,1,0,1.0,2,2,262.375,0,5,5
743,0,3,1,1.0,1,0,16.1,2,5,2
744,1,3,1,1.0,0,0,7.925,2,0,1
745,0,1,1,4.0,1,1,71.0,2,3,3
746,0,3,1,0.0,1,1,20.25,2,5,3
747,1,2,0,1.0,0,0,13.0,2,5,1
748,0,1,1,1.0,1,0,53.1,2,5,2
749,0,3,1,1.0,0,0,7.75,1,0,1
750,1,2,0,0.0,1,1,23.0,2,2,3
751,1,3,1,0.0,0,1,12.475,2,2,2
752,0,3,1,2.0,0,0,9.5,2,0,1
753,0,3,1,1.0,0,0,7.8958,2,5,1
754,1,2,0,2.0,1,2,65.0,2,0,4
755,1,2,1,0.0,1,1,14.5,2,1,3
756,0,3,1,1.0,0,0,7.7958,2,5,1
757,0,2,1,1.0,0,0,11.5,2,5,1
758,0,3,1,2.0,0,0,8.05,2,0,1
759,1,1,0,2.0,0,0,86.5,2,0,1
760,0,3,1,1.0,0,0,14.5,2,5,1
761,0,3,1,2.0,0,0,7.125,2,0,1
762,1,3,1,1.0,0,0,7.2292,0,5,1
763,1,1,0,2.0,1,2,120.0,2,0,4
764,0,3,1,0.0,0,0,7.775,2,5,1
765,1,1,0,3.0,1,0,77.9583,2,0,2
766,0,1,1,1.0,0,0,39.6,0,5,1
767,0,3,0,1.0,0,0,7.75,1,0,1
768,0,3,1,1.0,1,0,24.15,1,5,2
769,0,3,1,1.0,0,0,8.3625,2,0,1
770,0,3,1,1.0,0,0,9.5,2,5,1
771,0,3,1,2.0,0,0,7.8542,2,0,1
772,0,2,0,3.0,0,0,10.5,2,0,1
773,0,3,1,1.0,0,0,7.225,0,5,1
774,1,2,0,3.0,1,3,23.0,2,0,5
775,0,3,1,1.0,0,0,7.75,2,5,1
776,0,3,1,1.0,0,0,7.75,1,5,1
777,1,3,0,0.0,0,0,12.475,2,2,1
778,0,3,1,1.0,0,0,7.7375,1,5,1
779,1,1,0,2.0,0,1,211.3375,2,0,2
780,1,3,0,0.0,0,0,7.2292,0,4,1
781,1,1,0,1.0,1,0,57.0,2,5,2
782,0,1,1,1.0,0,0,30.0,2,5,1
783,0,3,1,1.0,1,2,23.45,2,5,4
784,0,3,1,1.0,0,0,7.05,2,5,1
785,0,3,1,1.0,0,0,7.25,2,5,1
786,1,3,0,1.0,0,0,7.4958,2,5,1
787,0,3,1,0.0,4,1,29.125,1,4,6
788,1,3,1,0.0,1,2,20.575,2,1,4
789,0,1,1,2.0,0,0,79.2,0,0,1
790,0,3,1,1.0,0,0,7.75,1,5,1
791,0,2,1,0.0,0,0,26.0,2,5,1
792,0,3,0,1.0,8,2,69.55,2,5,11
793,0,1,1,1.0,0,0,30.6958,0,5,1
794,0,3,1,1.0,0,0,7.8958,2,5,1
795,0,2,1,2.0,0,0,13.0,2,0,1
796,1,1,0,3.0,0,0,25.9292,2,0,1
797,1,3,0,1.0,0,0,8.6833,2,0,1
798,0,3,1,1.0,0,0,7.2292,0,5,1
799,0,3,0,1.0,1,1,24.15,2,5,3
800,0,2,1,2.0,0,0,13.0,2,0,1
801,1,2,0,1.0,1,1,26.25,2,0,3
802,1,1,1,0.0,1,2,120.0,2,4,4
803,1,3,1,0.0,0,1,8.5167,0,1,2
804,1,3,1,1.0,0,0,6.975,2,5,1
805,0,3,1,1.0,0,0,7.775,2,0,1
806,0,1,1,2.0,0,0,0.0,2,0,1
807,0,3,0,1.0,0,0,7.775,2,5,1
808,0,2,1,2.0,0,0,13.0,2,0,1
809,1,1,0,2.0,1,0,53.1,2,0,2
810,0,3,1,1.0,0,0,7.8875,2,5,1
811,0,3,1,2.0,0,0,24.15,2,0,1
812,0,2,1,2.0,0,0,10.5,2,0,1
813,0,3,0,0.0,4,2,31.275,2,2,7
814,0,3,1,1.0,0,0,8.05,2,0,1
815,0,1,1,1.0,0,0,0.0,2,5,1
816,0,3,0,1.0,0,0,7.925,2,5,1
817,0,2,1,1.0,1,1,37.0042,0,0,3
818,0,3,1,2.0,0,0,6.45,2,0,1
819,0,3,1,0.0,3,2,27.9,2,4,6
820,1,1,0,3.0,1,1,93.5,2,0,3
821,1,3,1,1.0,0,0,8.6625,2,5,1
822,0,1,1,2.0,0,0,0.0,2,0,1
823,1,3,0,1.0,0,1,12.475,2,5,2
824,0,3,1,0.0,4,1,39.6875,2,1,6
825,0,3,1,1.0,0,0,6.95,1,5,1
826,0,3,1,1.0,0,0,56.4958,2,5,1
827,1,2,1,0.0,0,2,37.0042,0,1,3
828,1,3,1,1.0,0,0,7.75,1,5,1
829,1,1,0,3.0,0,0,80.0,2,3,1
830,1,3,0,0.0,1,0,14.4542,0,4,2
831,1,2,1,0.0,1,1,18.75,2,1,3
832,0,3,1,1.0,0,0,7.2292,0,5,1
833,0,3,1,1.0,0,0,7.8542,2,5,1
834,0,3,1,1.0,0,0,8.3,2,5,1
835,1,1,0,2.0,1,1,83.1583,0,0,3
836,0,3,1,1.0,0,0,8.6625,2,5,1
837,0,3,1,1.0,0,0,8.05,2,5,1
838,1,3,1,1.0,0,0,56.4958,2,0,1
839,1,1,1,1.0,0,0,29.7,0,5,1
840,0,3,1,1.0,0,0,7.925,2,5,1
841,0,2,1,0.0,0,0,10.5,2,5,1
842,1,1,0,1.0,0,0,31.0,0,5,1
843,0,3,1,2.0,0,0,6.4375,0,0,1
844,0,3,1,1.0,0,0,8.6625,2,5,1
845,0,3,1,2.0,0,0,7.55,2,0,1
846,0,3,1,1.0,8,2,69.55,2,5,11
847,0,3,1,2.0,0,0,7.8958,0,0,1
848,0,2,1,1.0,0,1,33.0,2,5,2
849,1,1,0,1.0,1,0,89.1042,0,5,2
850,0,3,1,0.0,4,2,31.275,2,2,7
851,0,3,1,4.0,0,0,7.775,2,3,1
852,0,3,0,0.0,1,1,15.2458,0,4,3
853,1,1,0,0.0,0,1,39.4,2,5,2
854,0,2,0,2.0,1,0,26.0,2,0,2
855,1,3,0,1.0,0,1,9.35,2,5,2
856,1,1,0,2.0,1,1,164.8667,2,0,3
857,1,1,1,3.0,0,0,26.55,2,0,1
858,1,3,0,1.0,0,3,19.2583,0,5,4
859,0,3,1,1.0,0,0,7.2292,0,5,1
860,0,3,1,2.0,2,0,14.1083,2,0,3
861,0,2,1,1.0,1,0,11.5,2,5,2
862,1,1,0,2.0,0,0,25.9292,2,0,1
863,0,3,0,1.0,8,2,69.55,2,5,11
864,0,2,1,1.0,0,0,13.0,2,5,1
865,1,2,0,2.0,0,0,13.0,2,0,1
866,1,2,0,1.0,1,0,13.8583,0,5,2
867,0,1,1,1.0,0,0,50.4958,2,0,1
868,0,3,1,1.0,0,0,9.5,2,5,1
869,1,3,1,0.0,1,1,11.1333,2,2,3
870,0,3,1,1.0,0,0,7.8958,2,5,1
871,1,1,0,2.0,1,1,52.5542,2,0,3
872,0,1,1,2.0,0,0,5.0,2,0,1
873,0,3,1,2.0,0,0,9.0,2,0,1
874,1,2,0,1.0,1,0,24.0,0,5,2
875,1,3,0,0.0,0,0,7.225,0,4,1
876,0,3,1,1.0,0,0,9.8458,2,5,1
877,0,3,1,1.0,0,0,7.8958,2,5,1
878,0,3,1,1.0,0,0,7.8958,2,5,1
879,1,1,0,3.0,0,1,83.1583,0,0,2
880,1,2,0,1.0,0,1,26.0,2,5,2
881,0,3,1,2.0,0,0,7.8958,2,0,1
882,0,3,0,1.0,0,0,10.5167,2,5,1
883,0,2,1,1.0,0,0,10.5,2,5,1
884,0,3,1,1.0,0,0,7.05,2,5,1
885,0,3,0,2.0,0,5,29.125,1,0,6
886,0,2,1,1.0,0,0,13.0,2,5,1
887,1,1,0,1.0,0,0,30.0,2,5,1
888,0,3,0,1.0,1,2,23.45,2,5,4
889,1,1,1,1.0,0,0,30.0,0,5,1
890,0,3,1,1.0,0,0,7.75,1,0,1
891,0,3,1,1.0,1,0,7.25,2,5,2
892,1,1,0,2.0,1,0,71.2833,0,0,2
893,1,3,0,1.0,0,0,7.925,2,5,1
894,1,1,0,2.0,1,0,53.1,2,0,2
895,0,3,1,2.0,0,0,8.05,2,0,1
896,0,3,1,1.0,0,0,8.4583,1,5,1
897,0,1,1,3.0,0,0,51.8625,2,0,1
898,0,3,1,0.0,3,1,21.075,2,1,5
899,1,3,0,1.0,0,2,11.1333,2,5,3
900,1,2,0,0.0,1,0,30.0708,0,4,2
901,1,3,0,0.0,1,1,16.7,2,2,3
902,1,1,0,3.0,0,0,26.55,2,0,1
903,0,3,1,1.0,0,0,8.05,2,5,1
904,0,3,1,2.0,1,5,31.275,2,0,7
905,0,3,0,0.0,0,0,7.8542,2,4,1
906,1,2,0,3.0,0,0,16.0,2,0,1
907,0,3,1,0.0,4,1,29.125,1,1,6
908,1,2,1,1.0,0,0,13.0,2,5,1
909,0,3,0,1.0,1,0,18.0,2,0,2
910,1,3,0,1.0,0,0,7.225,0,5,1
911,0,2,1,2.0,0,0,26.0,2,0,1
912,1,2,1,2.0,0,0,13.0,2,0,1
913,1,3,0,0.0,0,0,8.0292,1,4,1
914,1,1,1,1.0,0,0,35.5,2,5,1
915,0,3,0,0.0,3,1,21.075,2,4,5
916,1,3,0,2.0,1,5,31.3875,2,0,7
917,0,3,1,1.0,0,0,7.225,0,5,1
918,0,1,1,1.0,3,2,263.0,2,5,6
919,1,3,0,1.0,0,0,7.8792,1,5,1
920,0,3,1,1.0,0,0,7.8958,2,5,1
921,0,1,1,2.0,0,0,27.7208,0,0,1
922,1,1,0,1.0,1,0,146.5208,0,5,2
923,1,3,0,1.0,0,0,7.75,1,5,1
924,0,2,1,4.0,0,0,10.5,2,3,1
925,0,1,1,1.0,1,0,82.1708,0,5,2
926,0,1,1,2.0,1,0,52.0,2,0,2
927,1,3,1,1.0,0,0,7.2292,0,5,1
928,0,3,1,1.0,0,0,8.05,2,5,1
929,0,3,0,1.0,2,0,18.0,2,5,3
930,1,3,0,0.0,1,0,11.2417,0,4,2
931,0,3,0,2.0,1,0,9.475,2,0,2
932,0,2,0,1.0,1,0,21.0,2,5,2
933,0,3,1,1.0,0,0,7.8958,0,5,1
934,1,2,0,0.0,1,2,41.5792,0,1,4
935,1,3,0,1.0,0,0,7.8792,1,5,1
936,0,3,1,1.0,0,0,8.05,2,5,1
937,0,3,1,1.0,1,0,15.5,1,5,2
938,1,3,0,1.0,0,0,7.75,1,5,1
939,0,3,1,1.0,2,0,21.6792,0,5,3
940,0,3,0,1.0,1,0,17.8,2,5,2
941,0,3,1,0.0,4,1,39.6875,2,2,6
942,0,3,1,1.0,0,0,7.8,2,5,1
943,1,1,0,3.0,1,0,76.7292,0,0,2
944,1,2,0,1.0,1,0,26.0,2,5,2
945,0,1,1,4.0,0,1,61.9792,0,3,2
946,1,1,1,1.0,0,0,35.5,2,5,1
947,1,2,0,1.0,0,0,10.5,2,5,1
948,0,3,1,1.0,0,0,7.2292,0,5,1
949,1,2,0,0.0,1,2,27.75,2,2,4
950,0,3,1,0.0,5,2,46.9,2,4,8
951,0,3,1,1.0,0,0,7.2292,0,5,1
952,1,1,0,2.0,0,0,80.0,2,0,1
953,0,1,1,2.0,1,0,83.475,2,0,2
954,0,3,1,0.0,3,2,27.9,2,2,6
955,0,1,1,1.0,0,0,27.7208,0,5,1
956,1,3,1,1.0,1,1,15.2458,0,5,3
957,1,2,0,1.0,0,0,10.5,2,5,1
958,0,3,1,1.0,0,0,8.1583,2,5,1
959,1,3,0,1.0,4,2,7.925,2,5,7
960,0,3,1,1.0,2,0,8.6625,2,5,3
961,0,2,1,1.0,0,0,10.5,2,0,1
962,0,3,0,0.0,5,2,46.9,2,5,8
963,0,2,1,1.0,0,0,73.5,2,5,1
964,0,3,1,1.0,1,0,14.4542,0,5,2
965,1,3,1,1.0,0,0,56.4958,2,0,1
966,0,3,1,1.0,0,0,7.65,2,5,1
967,0,3,1,1.0,0,0,7.8958,2,5,1
968,0,3,1,1.0,0,0,8.05,2,5,1
969,1,2,1,0.0,0,2,29.0,2,1,3
970,1,3,0,1.0,0,0,12.475,2,5,1
971,0,3,1,1.0,0,0,9.0,2,5,1
972,1,3,1,1.0,0,0,9.5,2,5,1
973,1,3,0,1.0,0,0,7.7875,1,5,1
974,0,1,1,1.0,0,0,47.1,2,5,1
975,1,2,0,1.0,0,0,10.5,2,5,1
976,1,3,0,2.0,3,0,15.85,2,0,4
977,0,3,1,0.0,1,3,34.375,2,5,5
978,0,3,1,1.0,0,0,8.05,2,5,1
979,1,1,0,1.0,3,2,263.0,2,5,6
980,0,3,1,1.0,0,0,8.05,2,5,1
981,0,3,1,1.0,0,0,8.05,2,5,1
982,0,3,1,1.0,0,0,7.8542,2,5,1
983,0,1,1,2.0,1,0,61.175,2,0,2
984,0,3,1,1.0,1,2,20.575,2,5,4
985,0,3,1,3.0,0,0,7.25,2,0,1
986,0,3,1,1.0,0,0,8.05,2,5,1
987,0,1,1,4.0,0,0,34.6542,0,3,1
988,1,1,1,1.0,0,1,63.3583,0,5,2
989,1,2,0,2.0,0,1,23.0,2,0,2
990,0,2,1,2.0,1,0,26.0,2,0,2
991,0,3,0,1.0,0,0,7.8958,2,5,1
992,0,3,1,1.0,0,0,7.8958,2,5,1
993,0,1,1,1.0,0,1,77.2875,2,5,2
994,0,3,1,2.0,0,0,8.6542,2,0,1
995,0,3,1,2.0,2,0,7.925,2,0,3
996,0,3,1,1.0,0,0,7.8958,2,5,1
997,1,3,0,1.0,0,0,7.65,2,5,1
998,1,3,1,1.0,0,0,7.775,2,5,1
999,0,3,1,2.0,0,0,7.8958,2,0,1
1000,1,3,0,1.0,1,0,24.15,1,5,2
1001,0,1,1,2.0,0,0,52.0,2,0,1
1002,0,3,0,0.0,1,0,14.4542,0,4,2
1003,0,3,1,1.0,0,0,8.05,2,5,1
1004,0,3,0,1.0,1,0,9.825,2,5,2
1005,0,3,0,1.0,0,0,14.4583,0,5,1
1006,0,3,1,1.0,0,0,7.925,2,5,1
1007,0,3,1,4.0,0,0,7.75,1,3,1
1008,0,2,1,1.0,1,0,21.0,2,5,2
1009,0,1,1,1.0,0,1,247.5208,0,5,2
1010,0,3,0,0.0,4,2,31.275,2,1,7
1011,0,2,1,1.0,2,0,73.5,2,5,3
1012,0,3,1,1.0,0,0,8.05,2,5,1
1013,0,2,1,2.0,1,0,30.0708,0,0,2
1014,1,2,0,2.0,0,0,13.0,2,0,1
1015,0,1,1,3.0,0,1,77.2875,2,0,2
1016,1,3,1,0.0,1,0,11.2417,0,4,2
1017,0,3,1,1.0,0,0,7.75,1,5,1
1018,1,3,1,1.0,0,0,7.1417,2,5,1
1019,1,3,0,1.0,1,1,22.3583,0,5,3
1020,0,3,1,2.0,0,0,6.975,2,0,1
1021,0,3,1,2.0,0,0,7.8958,0,0,1
1022,0,3,1,1.0,0,0,7.05,2,5,1
1023,0,3,0,2.0,1,0,14.5,2,0,2
1024,1,2,0,1.0,1,0,26.0,2,5,2
1025,0,2,1,1.0,0,0,13.0,2,5,1
1026,0,2,1,1.0,0,0,15.0458,0,5,1
1027,1,1,0,1.0,0,2,26.2833,2,5,3
1028,0,1,1,2.0,1,0,53.1,2,0,2
1029,0,3,1,0.0,0,0,9.2167,2,5,1
1030,0,1,1,1.0,0,0,79.2,0,5,1
1031,0,3,0,1.0,0,2,15.2458,0,5,3
1032,1,3,0,1.0,0,0,7.75,2,5,1
1033,1,3,0,1.0,1,0,15.85,2,5,2
1034,0,3,1,1.0,0,0,6.75,1,5,1
1035,0,2,1,1.0,0,0,11.5,2,5,1
1036,0,2,1,1.0,1,1,36.75,2,5,3
1037,1,3,1,1.0,0,0,7.7958,2,5,1
1038,0,3,0,0.0,2,2,34.375,2,4,5
1039,0,2,1,2.0,0,2,26.0,2,0,3
1040,0,2,1,2.0,0,0,13.0,2,0,1
1041,0,2,1,3.0,0,0,12.525,2,0,1
1042,1,1,0,1.0,1,0,66.6,2,5,2
1043,0,3,1,3.0,0,0,8.05,2,0,1
1044,0,3,1,2.0,0,2,14.5,2,0,3
1045,0,3,1,1.0,0,0,7.3125,2,5,1
1046,0,1,1,3.0,0,1,61.3792,0,0,2
1047,1,3,0,0.0,0,0,7.7333,1,5,1
1048,0,3,1,1.0,0,0,8.05,2,5,1
1049,0,3,1,1.0,0,0,8.6625,2,5,1
1050,0,3,1,1.0,8,2,69.55,2,5,11
1051,0,3,1,2.0,0,1,16.1,2,0,2
1052,1,2,0,2.0,0,0,15.75,2,0,1
1053,0,3,1,1.0,0,0,7.775,2,5,1
1054,0,3,1,1.0,0,0,8.6625,2,5,1
